Vivado Simulator 2019.2
Time resolution is 1 ps
Error en operacion 100010 en tiempo                  204 ns
a = 01010101, b = 00100101, op = 100010, out = 10100101                 204
Error en operacion 100010 en tiempo                  204 ns
a = 01010101, b = 00100101, op = 100010, out = 10110101                 204
Error en operacion 100010 en tiempo                  204 ns
a = 01010101, b = 00100101, op = 100010, out = 10010111                 204
Error en operacion 100010 en tiempo                  204 ns
a = 01010101, b = 00100101, op = 100010, out = 10110101                 204
Error en operacion 100010 en tiempo                  204 ns
a = 01010101, b = 00100101, op = 100010, out = 10010111                 204
Error en operacion 100010 en tiempo                  204 ns
a = 01010101, b = 00100101, op = 100010, out = 10010011                 204
Error en operacion 100010 en tiempo                  204 ns
a = 01010101, b = 00100101, op = 100010, out = 10010111                 204
Error en operacion 100010 en tiempo                  204 ns
a = 01010101, b = 00100101, op = 100010, out = 10010011                 204
Error en operacion 100010 en tiempo                  204 ns
a = 01010101, b = 00100101, op = 100010, out = 11010011                 204
Error en operacion 100010 en tiempo                  204 ns
a = 01010101, b = 00100101, op = 100010, out = 10010011                 204
Error en operacion 100010 en tiempo                  204 ns
a = 01010101, b = 00100101, op = 100010, out = 11010011                 204
Error en operacion 100010 en tiempo                  204 ns
a = 01010101, b = 00100101, op = 100010, out = 01010011                 204
Error en operacion 100010 en tiempo                  205 ns
a = 01010101, b = 00100101, op = 100010, out = 01000011                 205
Error en operacion 100010 en tiempo                  205 ns
a = 01010101, b = 00100101, op = 100010, out = 01010011                 205
Error en operacion 100010 en tiempo                  205 ns
a = 01010101, b = 00100101, op = 100010, out = 01010001                 205
Error en operacion 100010 en tiempo                  205 ns
a = 01010101, b = 00100101, op = 100010, out = 01011001                 205
Error en operacion 100010 en tiempo                  205 ns
a = 01010101, b = 00100101, op = 100010, out = 01010001                 205
Error en operacion 100010 en tiempo                  212 ns
a = 01010101, b = 00100101, op = 100010, out = 01010101                 212
Error en operacion 100010 en tiempo                  212 ns
a = 01010101, b = 00100101, op = 100010, out = 01000101                 212
Error en operacion 100010 en tiempo                  212 ns
a = 01010101, b = 00100101, op = 100010, out = 01001101                 212
Error en operacion 100010 en tiempo                  212 ns
a = 01010101, b = 00100101, op = 100010, out = 11001101                 212
a = 00110100, b = 00100011, op = 111111, out = 11001101                 212
Error en operacion 111111 en tiempo                  212 ns
a = 00110100, b = 00100011, op = 111111, out = 11001100                 212
Error en operacion 111111 en tiempo                  212 ns
a = 00110100, b = 00100011, op = 111111, out = 11011100                 212
Error en operacion 111111 en tiempo                  212 ns
a = 00110100, b = 00100011, op = 111111, out = 11001100                 212
Error en operacion 111111 en tiempo                  212 ns
a = 00110100, b = 00100011, op = 111111, out = 11101110                 212
Error en operacion 111111 en tiempo                  212 ns
a = 00110100, b = 00100011, op = 111111, out = 11001100                 212
Error en operacion 111111 en tiempo                  212 ns
a = 00110100, b = 00100011, op = 111111, out = 11101100                 212
Error en operacion 111111 en tiempo                  212 ns
a = 00110100, b = 00100011, op = 111111, out = 11101000                 212
Error en operacion 111111 en tiempo                  212 ns
a = 00110100, b = 00100011, op = 111111, out = 10101000                 212
Error en operacion 111111 en tiempo                  212 ns
a = 00110100, b = 00100011, op = 111111, out = 00101000                 212
Error en operacion 111111 en tiempo                  213 ns
a = 00110100, b = 00100011, op = 111111, out = 00100000                 213
Error en operacion 111111 en tiempo                  213 ns
a = 00110100, b = 00100011, op = 111111, out = 00110000                 213
Error en operacion 111111 en tiempo                  220 ns
a = 00110100, b = 00100011, op = 111111, out = 01110000                 220
a = 00110100, b = 00100011, op = 111111, out = 00000000                 220
a = 01000000, b = 00111010, op = 000010, out = 00000000                 220
Error en operacion 000010 en tiempo                  228 ns
a = 01000000, b = 00111010, op = 000010, out = 00010000                 228
a = 01000000, b = 00111010, op = 000010, out = 00000000                 228
Error en operacion 000010 en tiempo                  228 ns
a = 01000000, b = 00111010, op = 000010, out = 00100000                 228
Error en operacion 000010 en tiempo                  228 ns
a = 01000000, b = 00111010, op = 000010, out = 00101000                 228
Error en operacion 000010 en tiempo                  228 ns
a = 01000000, b = 00111010, op = 000010, out = 01101000                 228
Error en operacion 000010 en tiempo                  228 ns
a = 01000000, b = 00111010, op = 000010, out = 01101100                 228
a = 01000000, b = 01000110, op = 100101, out = 01101100                 228
Error en operacion 100101 en tiempo                  228 ns
a = 01000000, b = 01000110, op = 100101, out = 00000100                 228
Error en operacion 100101 en tiempo                  228 ns
a = 01000000, b = 01000110, op = 100101, out = 00000000                 228
Error en operacion 100101 en tiempo                  236 ns
a = 01000000, b = 01000110, op = 100101, out = 00000100                 236
a = 01100011, b = 00110100, op = 000010, out = 00000100                 236
Error en operacion 000010 en tiempo                  236 ns
a = 01100011, b = 00110100, op = 000010, out = 01000110                 236
Error en operacion 000010 en tiempo                  243 ns
a = 01100011, b = 00110100, op = 000010, out = 01000111                 243
Error en operacion 000010 en tiempo                  243 ns
a = 01100011, b = 00110100, op = 000010, out = 01110111                 243
Error en operacion 000010 en tiempo                  244 ns
a = 01100011, b = 00110100, op = 000010, out = 01110110                 244
Error en operacion 000010 en tiempo                  244 ns
a = 01100011, b = 00110100, op = 000010, out = 01110010                 244
a = 01000011, b = 01010010, op = 111111, out = 01110010                 244
a = 01000011, b = 01010010, op = 111111, out = 00000000                 244
Error en operacion 111111 en tiempo                  252 ns
a = 01000011, b = 01010010, op = 111111, out = 00000001                 252
a = 01000011, b = 01010010, op = 111111, out = 00000000                 252
a = 01100001, b = 00111110, op = 000011, out = 00000000                 252
Error en operacion 000011 en tiempo                  252 ns
a = 01100001, b = 00111110, op = 000011, out = 01000010                 252
a = 01100001, b = 00111110, op = 000011, out = 00000000                 252
Error en operacion 000011 en tiempo                  260 ns
a = 01100001, b = 00111110, op = 000011, out = 00000001                 260
a = 01100001, b = 00111110, op = 000011, out = 00000000                 260
a = 01011011, b = 00111110, op = 100111, out = 00000000                 260
Error en operacion 100111 en tiempo                  260 ns
a = 01011011, b = 00111110, op = 100111, out = 00000100                 260
Error en operacion 100111 en tiempo                  260 ns
a = 01011011, b = 00111110, op = 100111, out = 01011110                 260
Error en operacion 100111 en tiempo                  260 ns
a = 01011011, b = 00111110, op = 100111, out = 01011010                 260
Error en operacion 100111 en tiempo                  260 ns
a = 01011011, b = 00111110, op = 100111, out = 00000000                 260
Error en operacion 100111 en tiempo                  268 ns
a = 01011011, b = 00111110, op = 100111, out = 00000001                 268
Error en operacion 100111 en tiempo                  268 ns
a = 01011011, b = 00111110, op = 100111, out = 00000000                 268
a = 01110111, b = 01001010, op = 100110, out = 00000000                 268
Error en operacion 100110 en tiempo                  268 ns
a = 01110111, b = 01001010, op = 100110, out = 10000000                 268
Error en operacion 100110 en tiempo                  276 ns
a = 01110111, b = 01001010, op = 100110, out = 10000100                 276
Error en operacion 100110 en tiempo                  276 ns
a = 01110111, b = 01001010, op = 100110, out = 10111100                 276
Error en operacion 100110 en tiempo                  276 ns
a = 01110111, b = 01001010, op = 100110, out = 10111101                 276
a = 01110110, b = 01001010, op = 100000, out = 10111101                 276
Error en operacion 100000 en tiempo                  276 ns
a = 01110110, b = 01001010, op = 100000, out = 00111101                 276
Error en operacion 100000 en tiempo                  283 ns
a = 01110110, b = 01001010, op = 100000, out = 00111100                 283
Error en operacion 100000 en tiempo                  284 ns
a = 01110110, b = 01001010, op = 100000, out = 00111101                 284
Error en operacion 100000 en tiempo                  284 ns
a = 01110110, b = 01001010, op = 100000, out = 00111001                 284
Error en operacion 100000 en tiempo                  284 ns
a = 01110110, b = 01001010, op = 100000, out = 00000001                 284
a = 01110101, b = 00110110, op = 100101, out = 00000001                 284
Error en operacion 100101 en tiempo                  284 ns
a = 01110101, b = 00110110, op = 100101, out = 00101011                 284
Error en operacion 100101 en tiempo                  284 ns
a = 01110101, b = 00110110, op = 100101, out = 00101010                 284
Error en operacion 100101 en tiempo                  284 ns
a = 01110101, b = 00110110, op = 100101, out = 00111010                 284
Error en operacion 100101 en tiempo                  284 ns
a = 01110101, b = 00110110, op = 100101, out = 00011000                 284
Error en operacion 100101 en tiempo                  284 ns
a = 01110101, b = 00110110, op = 100101, out = 00111000                 284
Error en operacion 100101 en tiempo                  284 ns
a = 01110101, b = 00110110, op = 100101, out = 00111100                 284
Error en operacion 100101 en tiempo                  284 ns
a = 01110101, b = 00110110, op = 100101, out = 01111100                 284
Error en operacion 100101 en tiempo                  284 ns
a = 01110101, b = 00110110, op = 100101, out = 11111100                 284
Error en operacion 100101 en tiempo                  285 ns
a = 01110101, b = 00110110, op = 100101, out = 11111000                 285
Error en operacion 100101 en tiempo                  285 ns
a = 01110101, b = 00110110, op = 100101, out = 10111000                 285
Error en operacion 100101 en tiempo                  285 ns
a = 01110101, b = 00110110, op = 100101, out = 10101000                 285
Error en operacion 100101 en tiempo                  285 ns
a = 01110101, b = 00110110, op = 100101, out = 10001000                 285
Error en operacion 100101 en tiempo                  285 ns
a = 01110101, b = 00110110, op = 100101, out = 10000000                 285
Error en operacion 100101 en tiempo                  285 ns
a = 01110101, b = 00110110, op = 100101, out = 10001000                 285
Error en operacion 100101 en tiempo                  285 ns
a = 01110101, b = 00110110, op = 100101, out = 11001000                 285
Error en operacion 100101 en tiempo                  285 ns
a = 01110101, b = 00110110, op = 100101, out = 11000000                 285
Error en operacion 100101 en tiempo                  292 ns
a = 01110101, b = 00110110, op = 100101, out = 11000100                 292
Error en operacion 100101 en tiempo                  292 ns
a = 01110101, b = 00110110, op = 100101, out = 11010100                 292
Error en operacion 100101 en tiempo                  292 ns
a = 01110101, b = 00110110, op = 100101, out = 11110100                 292
Error en operacion 100101 en tiempo                  292 ns
a = 01110101, b = 00110110, op = 100101, out = 11111100                 292
Error en operacion 100101 en tiempo                  292 ns
a = 01110101, b = 00110110, op = 100101, out = 10111100                 292
a = 01101111, b = 01100100, op = 100100, out = 10111100                 292
Error en operacion 100100 en tiempo                  292 ns
a = 01101111, b = 01100100, op = 100100, out = 00111101                 292
Error en operacion 100100 en tiempo                  292 ns
a = 01101111, b = 01100100, op = 100100, out = 01110111                 292
Error en operacion 100100 en tiempo                  299 ns
a = 01101111, b = 01100100, op = 100100, out = 01111111                 299
Error en operacion 100100 en tiempo                  299 ns
a = 01101111, b = 01100100, op = 100100, out = 01101111                 299
Error en operacion 100100 en tiempo                  300 ns
a = 01101111, b = 01100100, op = 100100, out = 01101110                 300
a = 01101111, b = 01100100, op = 100100, out = 01100100                 300
a = 10000001, b = 01110101, op = 000010, out = 01100100                 300
Error en operacion 000010 en tiempo                  307 ns
a = 10000001, b = 01110101, op = 000010, out = 01100101                 307
Error en operacion 000010 en tiempo                  307 ns
a = 10000001, b = 01110101, op = 000010, out = 01100001                 307
Error en operacion 000010 en tiempo                  307 ns
a = 10000001, b = 01110101, op = 000010, out = 00000001                 307
Error en operacion 000010 en tiempo                  308 ns
a = 10000001, b = 01110101, op = 000010, out = 10000000                 308
Error en operacion 000010 en tiempo                  308 ns
a = 10000001, b = 01110101, op = 000010, out = 11000000                 308
Error en operacion 000010 en tiempo                  308 ns
a = 10000001, b = 01110101, op = 000010, out = 11000010                 308
Error en operacion 000010 en tiempo                  308 ns
a = 10000001, b = 01110101, op = 000010, out = 11000110                 308
Error en operacion 000010 en tiempo                  308 ns
a = 10000001, b = 01110101, op = 000010, out = 11010110                 308
Error en operacion 000010 en tiempo                  308 ns
a = 10000001, b = 01110101, op = 000010, out = 11110110                 308
Error en operacion 000010 en tiempo                  308 ns
a = 10000001, b = 01110101, op = 000010, out = 11111110                 308
a = 10000100, b = 01110101, op = 000011, out = 11111110                 308
Error en operacion 000011 en tiempo                  308 ns
a = 10000100, b = 01110101, op = 000011, out = 11111100                 308
Error en operacion 000011 en tiempo                  308 ns
a = 10000100, b = 01110101, op = 000011, out = 11100000                 308
Error en operacion 000011 en tiempo                  308 ns
a = 10000100, b = 01110101, op = 000011, out = 01100000                 308
Error en operacion 000011 en tiempo                  308 ns
a = 10000100, b = 01110101, op = 000011, out = 00100000                 308
Error en operacion 000011 en tiempo                  308 ns
a = 10000100, b = 01110101, op = 000011, out = 00000000                 308
Error en operacion 000011 en tiempo                  316 ns
a = 10000100, b = 01110101, op = 000011, out = 00000001                 316
a = 10000100, b = 01110011, op = 100101, out = 00000001                 316
Error en operacion 100101 en tiempo                  316 ns
a = 10000100, b = 01110011, op = 100101, out = 00000011                 316
Error en operacion 100101 en tiempo                  316 ns
a = 10000100, b = 01110011, op = 100101, out = 00011111                 316
Error en operacion 100101 en tiempo                  316 ns
a = 10000100, b = 01110011, op = 100101, out = 10011111                 316
Error en operacion 100101 en tiempo                  316 ns
a = 10000100, b = 01110011, op = 100101, out = 11011111                 316
Error en operacion 100101 en tiempo                  316 ns
a = 10000100, b = 01110011, op = 100101, out = 11111111                 316
Error en operacion 100101 en tiempo                  323 ns
a = 10000100, b = 01110011, op = 100101, out = 10011111                 323
Error en operacion 100101 en tiempo                  324 ns
a = 10000100, b = 01110011, op = 100101, out = 00011110                 324
Error en operacion 100101 en tiempo                  324 ns
a = 10000100, b = 01110011, op = 100101, out = 10011111                 324
Error en operacion 100101 en tiempo                  324 ns
a = 10000100, b = 01110011, op = 100101, out = 10011101                 324
Error en operacion 100101 en tiempo                  324 ns
a = 10000100, b = 01110011, op = 100101, out = 10000001                 324
a = 10010000, b = 01110011, op = 100010, out = 10000001                 324
Error en operacion 100010 en tiempo                  324 ns
a = 10010000, b = 01110011, op = 100010, out = 10000101                 324
Error en operacion 100010 en tiempo                  324 ns
a = 10010000, b = 01110011, op = 100010, out = 11110111                 324
Error en operacion 100010 en tiempo                  331 ns
a = 10010000, b = 01110011, op = 100010, out = 11110011                 331
a = 10010000, b = 01111111, op = 100000, out = 11110011                 332
Error en operacion 100000 en tiempo                  332 ns
a = 10010000, b = 01111111, op = 100000, out = 11110111                 332
Error en operacion 100000 en tiempo                  332 ns
a = 10010000, b = 01111111, op = 100000, out = 11100111                 332
Error en operacion 100000 en tiempo                  332 ns
a = 10010000, b = 01111111, op = 100000, out = 11110111                 332
Error en operacion 100000 en tiempo                  332 ns
a = 10010000, b = 01111111, op = 100000, out = 11010101                 332
Error en operacion 100000 en tiempo                  332 ns
a = 10010000, b = 01111111, op = 100000, out = 11010001                 332
Error en operacion 100000 en tiempo                  332 ns
a = 10010000, b = 01111111, op = 100000, out = 11010101                 332
Error en operacion 100000 en tiempo                  332 ns
a = 10010000, b = 01111111, op = 100000, out = 10010101                 332
Error en operacion 100000 en tiempo                  332 ns
a = 10010000, b = 01111111, op = 100000, out = 00010101                 332
Error en operacion 100000 en tiempo                  333 ns
a = 10010000, b = 01111111, op = 100000, out = 00011101                 333
a = 01111100, b = 01111111, op = 100101, out = 00011101                 340
Error en operacion 100101 en tiempo                  340 ns
a = 01111100, b = 01111111, op = 100101, out = 00001101                 340
Error en operacion 100101 en tiempo                  340 ns
a = 01111100, b = 01111111, op = 100101, out = 00101111                 340
Error en operacion 100101 en tiempo                  340 ns
a = 01111100, b = 01111111, op = 100101, out = 00001111                 340
Error en operacion 100101 en tiempo                  340 ns
a = 01111100, b = 01111111, op = 100101, out = 00001011                 340
Error en operacion 100101 en tiempo                  340 ns
a = 01111100, b = 01111111, op = 100101, out = 00001111                 340
Error en operacion 100101 en tiempo                  340 ns
a = 01111100, b = 01111111, op = 100101, out = 01001111                 340
Error en operacion 100101 en tiempo                  340 ns
a = 01111100, b = 01111111, op = 100101, out = 00001111                 340
Error en operacion 100101 en tiempo                  340 ns
a = 01111100, b = 01111111, op = 100101, out = 10001111                 340
Error en operacion 100101 en tiempo                  340 ns
a = 01111100, b = 01111111, op = 100101, out = 00001111                 340
Error en operacion 100101 en tiempo                  341 ns
a = 01111100, b = 01111111, op = 100101, out = 00000111                 341
Error en operacion 100101 en tiempo                  341 ns
a = 01111100, b = 01111111, op = 100101, out = 00001111                 341
a = 10001110, b = 01101011, op = 111111, out = 00001111                 348
Error en operacion 111111 en tiempo                  348 ns
a = 10001110, b = 01101011, op = 111111, out = 01111111                 348
Error en operacion 111111 en tiempo                  355 ns
a = 10001110, b = 01101011, op = 111111, out = 11111111                 355
Error en operacion 111111 en tiempo                  355 ns
a = 10001110, b = 01101011, op = 111111, out = 11101111                 355
Error en operacion 111111 en tiempo                  356 ns
a = 10001110, b = 01101011, op = 111111, out = 01101110                 356
Error en operacion 111111 en tiempo                  356 ns
a = 10001110, b = 01101011, op = 111111, out = 01101010                 356
Error en operacion 111111 en tiempo                  356 ns
a = 10001110, b = 01101011, op = 111111, out = 00001010                 356
a = 10001000, b = 01111101, op = 000010, out = 00001010                 356
a = 10001000, b = 01111101, op = 000010, out = 00000000                 356
Error en operacion 000010 en tiempo                  363 ns
a = 10001000, b = 01111101, op = 000010, out = 01100000                 363
Error en operacion 000010 en tiempo                  364 ns
a = 10001000, b = 01111101, op = 000010, out = 11100001                 364
Error en operacion 000010 en tiempo                  364 ns
a = 10001000, b = 01111101, op = 000010, out = 11100011                 364
Error en operacion 000010 en tiempo                  364 ns
a = 10001000, b = 01111101, op = 000010, out = 11110011                 364
Error en operacion 000010 en tiempo                  364 ns
a = 10001000, b = 01111101, op = 000010, out = 11110010                 364
Error en operacion 000010 en tiempo                  364 ns
a = 10001000, b = 01111101, op = 000010, out = 11110110                 364
Error en operacion 000010 en tiempo                  364 ns
a = 10001000, b = 01111101, op = 000010, out = 11111110                 364
a = 10100100, b = 01110111, op = 100110, out = 11111110                 364
Error en operacion 100110 en tiempo                  364 ns
a = 10100100, b = 01110111, op = 100110, out = 11100010                 364
Error en operacion 100110 en tiempo                  364 ns
a = 10100100, b = 01110111, op = 100110, out = 01100010                 364
Error en operacion 100110 en tiempo                  364 ns
a = 10100100, b = 01110111, op = 100110, out = 00100010                 364
Error en operacion 100110 en tiempo                  364 ns
a = 10100100, b = 01110111, op = 100110, out = 00100000                 364
Error en operacion 100110 en tiempo                  364 ns
a = 10100100, b = 01110111, op = 100110, out = 00000000                 364
Error en operacion 100110 en tiempo                  372 ns
a = 10100100, b = 01110111, op = 100110, out = 00000001                 372
a = 10110000, b = 01110110, op = 100100, out = 00000001                 372
Error en operacion 100100 en tiempo                  372 ns
a = 10110000, b = 01110110, op = 100100, out = 10000001                 372
Error en operacion 100100 en tiempo                  372 ns
a = 10110000, b = 01110110, op = 100100, out = 11010011                 372
Error en operacion 100100 en tiempo                  379 ns
a = 10110000, b = 01110110, op = 100100, out = 11010010                 379
Error en operacion 100100 en tiempo                  379 ns
a = 10110000, b = 01110110, op = 100100, out = 11010110                 379
Error en operacion 100100 en tiempo                  379 ns
a = 10110000, b = 01110110, op = 100100, out = 11000110                 379
Error en operacion 100100 en tiempo                  380 ns
a = 10110000, b = 01110110, op = 100100, out = 01000110                 380
a = 10100010, b = 10101000, op = 100101, out = 01000110                 380
Error en operacion 100101 en tiempo                  380 ns
a = 10100010, b = 10101000, op = 100101, out = 01000010                 380
Error en operacion 100101 en tiempo                  380 ns
a = 10100010, b = 10101000, op = 100101, out = 00000000                 380
Error en operacion 100101 en tiempo                  380 ns
a = 10100010, b = 10101000, op = 100101, out = 00110000                 380
Error en operacion 100101 en tiempo                  387 ns
a = 10100010, b = 10101000, op = 100101, out = 10110000                 387
Error en operacion 100101 en tiempo                  387 ns
a = 10100010, b = 10101000, op = 100101, out = 10100010                 387
Error en operacion 100101 en tiempo                  387 ns
a = 10100010, b = 10101000, op = 100101, out = 10100000                 387
a = 10100010, b = 10101000, op = 100101, out = 10101010                 388
a = 10110011, b = 10101000, op = 000010, out = 10101010                 388
Error en operacion 000010 en tiempo                  395 ns
a = 10110011, b = 10101000, op = 000010, out = 10101011                 395
Error en operacion 000010 en tiempo                  395 ns
a = 10110011, b = 10101000, op = 000010, out = 10111011                 395
Error en operacion 000010 en tiempo                  396 ns
a = 10110011, b = 10101000, op = 000010, out = 00111010                 396
a = 11000101, b = 10100010, op = 100111, out = 00111010                 396
Error en operacion 100111 en tiempo                  396 ns
a = 11000101, b = 10100010, op = 100111, out = 00000000                 396
a = 10111111, b = 11000000, op = 100110, out = 00000000                 404
Error en operacion 100110 en tiempo                  404 ns
a = 10111111, b = 11000000, op = 100110, out = 00011000                 404
Error en operacion 100110 en tiempo                  411 ns
a = 10111111, b = 11000000, op = 100110, out = 01000000                 411
Error en operacion 100110 en tiempo                  411 ns
a = 10111111, b = 11000000, op = 100110, out = 00000000                 411
Error en operacion 100110 en tiempo                  412 ns
a = 10111111, b = 11000000, op = 100110, out = 00000100                 412
Error en operacion 100110 en tiempo                  412 ns
a = 10111111, b = 11000000, op = 100110, out = 01111110                 412
a = 10111111, b = 11000000, op = 100110, out = 01111111                 412
a = 10111101, b = 10100000, op = 000010, out = 01111111                 412
Error en operacion 000010 en tiempo                  419 ns
a = 10111101, b = 10100000, op = 000010, out = 00011111                 419
Error en operacion 000010 en tiempo                  419 ns
a = 10111101, b = 10100000, op = 000010, out = 00011101                 419
Error en operacion 000010 en tiempo                  419 ns
a = 10111101, b = 10100000, op = 000010, out = 01111101                 419
Error en operacion 000010 en tiempo                  420 ns
a = 10111101, b = 10100000, op = 000010, out = 01111111                 420
Error en operacion 000010 en tiempo                  420 ns
a = 10111101, b = 10100000, op = 000010, out = 01111011                 420
Error en operacion 000010 en tiempo                  420 ns
a = 10111101, b = 10100000, op = 000010, out = 01100011                 420
Error en operacion 000010 en tiempo                  420 ns
a = 10111101, b = 10100000, op = 000010, out = 01100010                 420
Error en operacion 000010 en tiempo                  420 ns
a = 10111101, b = 10100000, op = 000010, out = 11100010                 420
Error en operacion 000010 en tiempo                  420 ns
a = 10111101, b = 10100000, op = 000010, out = 11111110                 420
a = 10111101, b = 10101100, op = 100101, out = 11111110                 420
Error en operacion 100101 en tiempo                  420 ns
a = 10111101, b = 10101100, op = 100101, out = 11100010                 420
Error en operacion 100101 en tiempo                  420 ns
a = 10111101, b = 10101100, op = 100101, out = 01100010                 420
Error en operacion 100101 en tiempo                  420 ns
a = 10111101, b = 10101100, op = 100101, out = 00100000                 420
Error en operacion 100101 en tiempo                  420 ns
a = 10111101, b = 10101100, op = 100101, out = 00000000                 420
Error en operacion 100101 en tiempo                  428 ns
a = 10111101, b = 10101100, op = 100101, out = 10000001                 428
Error en operacion 100101 en tiempo                  428 ns
a = 10111101, b = 10101100, op = 100101, out = 10000101                 428
a = 11001001, b = 10101100, op = 100100, out = 10000101                 428
Error en operacion 100100 en tiempo                  428 ns
a = 11001001, b = 10101100, op = 100100, out = 10111101                 428
Error en operacion 100100 en tiempo                  435 ns
a = 11001001, b = 10101100, op = 100100, out = 11101101                 435
Error en operacion 100100 en tiempo                  436 ns
a = 11001001, b = 10101100, op = 100100, out = 11101100                 436
Error en operacion 100100 en tiempo                  436 ns
a = 11001001, b = 10101100, op = 100100, out = 11101000                 436
a = 11001001, b = 10101100, op = 100100, out = 10001000                 436
a = 10110110, b = 10111000, op = 100111, out = 10001000                 436
Error en operacion 100111 en tiempo                  443 ns
a = 10110110, b = 10111000, op = 100111, out = 10001100                 443
Error en operacion 100111 en tiempo                  443 ns
a = 10110110, b = 10111000, op = 100111, out = 10001000                 443
Error en operacion 100111 en tiempo                  443 ns
a = 10110110, b = 10111000, op = 100111, out = 10100000                 443
Error en operacion 100111 en tiempo                  443 ns
a = 10110110, b = 10111000, op = 100111, out = 10110000                 443
Error en operacion 100111 en tiempo                  444 ns
a = 10110110, b = 10111000, op = 100111, out = 10110001                 444
Error en operacion 100111 en tiempo                  444 ns
a = 10110110, b = 10111000, op = 100111, out = 10110000                 444
Error en operacion 100111 en tiempo                  444 ns
a = 10110110, b = 10111000, op = 100111, out = 10110100                 444
Error en operacion 100111 en tiempo                  444 ns
a = 10110110, b = 10111000, op = 100111, out = 10111110                 444
Error en operacion 100111 en tiempo                  444 ns
a = 10110110, b = 10111000, op = 100111, out = 00111110                 444
Error en operacion 100111 en tiempo                  444 ns
a = 10110110, b = 10111000, op = 100111, out = 00111111                 444
Error en operacion 100111 en tiempo                  444 ns
a = 10110110, b = 10111000, op = 100111, out = 00111011                 444
a = 11000111, b = 10010111, op = 100010, out = 00111011                 444
Error en operacion 100010 en tiempo                  444 ns
a = 11000111, b = 10010111, op = 100010, out = 00000001                 444
Error en operacion 100010 en tiempo                  444 ns
a = 11000111, b = 10010111, op = 100010, out = 01000001                 444
Error en operacion 100010 en tiempo                  451 ns
a = 11000111, b = 10010111, op = 100010, out = 01000000                 451
Error en operacion 100010 en tiempo                  451 ns
a = 11000111, b = 10010111, op = 100010, out = 00000000                 451
Error en operacion 100010 en tiempo                  451 ns
a = 11000111, b = 10010111, op = 100010, out = 00101000                 451
Error en operacion 100010 en tiempo                  452 ns
a = 11000111, b = 10010111, op = 100010, out = 10101000                 452
Error en operacion 100010 en tiempo                  452 ns
a = 11000111, b = 10010111, op = 100010, out = 10101100                 452
a = 11010001, b = 11001101, op = 000010, out = 10101100                 452
Error en operacion 000010 en tiempo                  452 ns
a = 11010001, b = 11001101, op = 000010, out = 11111110                 452
Error en operacion 000010 en tiempo                  452 ns
a = 11010001, b = 11001101, op = 000010, out = 11101110                 452
Error en operacion 000010 en tiempo                  452 ns
a = 11010001, b = 11001101, op = 000010, out = 11001110                 452
Error en operacion 000010 en tiempo                  452 ns
a = 11010001, b = 11001101, op = 000010, out = 11101100                 452
Error en operacion 000010 en tiempo                  452 ns
a = 11010001, b = 11001101, op = 000010, out = 11101000                 452
Error en operacion 000010 en tiempo                  452 ns
a = 11010001, b = 11001101, op = 000010, out = 10101000                 452
Error en operacion 000010 en tiempo                  452 ns
a = 11010001, b = 11001101, op = 000010, out = 00101000                 452
Error en operacion 000010 en tiempo                  453 ns
a = 11010001, b = 11001101, op = 000010, out = 00111000                 453
Error en operacion 000010 en tiempo                  453 ns
a = 11010001, b = 11001101, op = 000010, out = 00110000                 453
Error en operacion 000010 en tiempo                  460 ns
a = 11010001, b = 11001101, op = 000010, out = 00010000                 460
Error en operacion 000010 en tiempo                  460 ns
a = 11010001, b = 11001101, op = 000010, out = 01010000                 460
a = 11110100, b = 10111010, op = 100110, out = 01010000                 460
Error en operacion 100110 en tiempo                  460 ns
a = 11110100, b = 10111010, op = 100110, out = 00100010                 460
Error en operacion 100110 en tiempo                  460 ns
a = 11110100, b = 10111010, op = 100110, out = 00000000                 460
Error en operacion 100110 en tiempo                  468 ns
a = 11110100, b = 10111010, op = 100110, out = 00000001                 468
Error en operacion 100110 en tiempo                  468 ns
a = 11110100, b = 10111010, op = 100110, out = 00000000                 468
a = 11110100, b = 11100011, op = 100000, out = 00000000                 468
Error en operacion 100000 en tiempo                  468 ns
a = 11110100, b = 11100011, op = 100000, out = 00000100                 468
Error en operacion 100000 en tiempo                  468 ns
a = 11110100, b = 11100011, op = 100000, out = 01001110                 468
Error en operacion 100000 en tiempo                  475 ns
a = 11110100, b = 11100011, op = 100000, out = 01001111                 475
Error en operacion 100000 en tiempo                  475 ns
a = 11110100, b = 11100011, op = 100000, out = 00010111                 475
Error en operacion 100000 en tiempo                  476 ns
a = 11110100, b = 11100011, op = 100000, out = 00010110                 476
Error en operacion 100000 en tiempo                  476 ns
a = 11110100, b = 11100011, op = 100000, out = 00010010                 476
Error en operacion 100000 en tiempo                  476 ns
a = 11110100, b = 11100011, op = 100000, out = 00001000                 476
a = 11110010, b = 11010101, op = 100101, out = 00001000                 476
Error en operacion 100101 en tiempo                  476 ns
a = 11110010, b = 11010101, op = 100101, out = 00111000                 476
Error en operacion 100101 en tiempo                  476 ns
a = 11110010, b = 11010101, op = 100101, out = 00111001                 476
Error en operacion 100101 en tiempo                  476 ns
a = 11110010, b = 11010101, op = 100101, out = 00101001                 476
Error en operacion 100101 en tiempo                  476 ns
a = 11110010, b = 11010101, op = 100101, out = 00111001                 476
Error en operacion 100101 en tiempo                  476 ns
